"County","ARIMA","HW","Time_Period"
"Oswego",8.88852923030413,-0.132647649882778,51
"Oswego",8.88851820236726,-0.262699564586361,52
"Oswego",8.9995792914707,-0.373520710059176,53
"Oswego",9.1311095304259,-0.474726470916606,54
"Oswego",9.25820275309527,-0.537470693312498,55
"Oswego",9.45892436184064,-0.561753377246851,56
"Oswego",9.44570032434081,-0.576420676565819,57
"Oswego",9.60227254104209,-0.581472591269403,58
"Oswego",9.64367248560915,-0.586524505972987,59
"Oswego",9.58331213435837,0.408423579323429,60
"Oswego",9.77777981324653,-0.596628335380155,61
"Otsego",-0.0175995450267704,-0.00485694724467878,1
"Otsego",-0.00750111311729592,-9.85098739729739e-05,2
"Otsego",-0.019769380905059,0.995044542881348,3
"Otsego",-0.0185016195229685,-0.00981240436333086,4
"Otsego",0.086669128716448,-0.00505396699262506,5
"Otsego",-0.00915997800291117,-0.000295529621919255,6
"Otsego",-0.0126071601754996,0.00446290774878655,7
"Otsego",-0.011002367386111,0.00922134511949235,8
"Otsego",-0.011672028562642,0.013979782490198,9
"Otsego",-0.0121429485044921,0.0187382198609038,10
"Otsego",0.291185630346106,0.0234966572316097,11
"Otsego",-0.0330366937846618,0.0282550946023155,12
"Otsego",0.159297226452178,0.0330135319730213,13
"Otsego",0.128874881542986,0.037771969343727,14
"Otsego",0.773479108371696,1.04253040671443,15
"Otsego",2.89253674869903,6.04728884408514,16
"Otsego",4.25627907112783,4.05204728145584,17
"Otsego",5.75813347309442,6.05680571882655,18
"Otsego",5.98498743514734,2.06156415619726,19
"Otsego",6.24536968896014,4.06632259356796,20
"Otsego",4.13307198402219,2.07108103093867,21
"Otsego",1.84532653386692,3.07583946830937,22
"Otsego",1.72074780149209,3.08059790568008,23
"Otsego",0.819350506075633,2.08535634305078,24
"Otsego",1.05856008392014,0.0901147804214906,25
"Otsego",0.033145639891746,-0.693588320669342,26
"Otsego",0.494967519717002,-0.688829883298636,27
"Otsego",0.190107173139948,-0.549456061312546,28
"Otsego",0.252361453665708,-0.237005316249532,29
"Otsego",0.472600214505616,0.0658300441980967,30
"Otsego",0.381938064267447,0.368665404645725,31
"Otsego",0.291087671026125,0.623423842016431,32
"Otsego",-0.0117244219848759,0.733951510156368,33
"Otsego",-0.0117316649701786,0.786786870603997,34
"Otsego",-0.0117253899703485,0.810776077205472,35
"Otsego",-0.0117303371419654,0.815534514576177,36
"Otsego",-0.0117267904487249,0.820292951946883,37
"Otsego",-0.0117290544190797,0.825051389317589,38
"Otsego",-0.0117278486785756,0.829809826688295,39
"Otsego",-0.0117282569669384,0.834568264059001,40
"Otsego",-0.0117283906964245,0.829711316814322,41
"Otsego",-0.0117279364874418,0.767162061877335,42
"Otsego",-0.0117285367228816,0.675766653094195,43
"Otsego",-0.0117279159476474,0.584371244311055,44
"Otsego",-0.0117284771952497,0.512206604758683,45
"Otsego",-0.0117280182878005,0.459272734437081,46
"Otsego",-0.0117283602999078,0.40633886411548,47
