"","Period","County","Date","Incidents","ARIMA","Error_ARIMA","HW","Error_HW"
"141131","2011-2012","Oneida",2012-06-16,0,0,0,0,0
"141132","2011-2012","Onondaga",2012-06-16,0,0,0,0,0
"141133","2011-2012","Ontario",2012-06-16,0,0,0,0,0
"141134","2011-2012","Orange",2012-06-16,0,0,0,0,0
"141135","2011-2012","Orleans",2012-06-16,0,0,0,0,0
"141136","2011-2012","Oswego",2012-06-16,0,0,0,0,0
"141137","2011-2012","Otsego",2012-06-16,0,0,0,0,0
"141138","2011-2012","Putnam",2012-06-16,0,0,0,0,0
"141139","2011-2012","Queens",2012-06-16,0,0,0,0,0
"141140","2011-2012","Rensselaer",2012-06-16,0,0,0,0,0
"141141","2011-2012","Richmond",2012-06-16,0,0,0,0,0
"141142","2011-2012","Rockland",2012-06-16,0,0,0,0,0
"141143","2011-2012","Saratoga",2012-06-16,0,0,0,0,0
"141144","2011-2012","Schenectady",2012-06-16,0,0,0,0,0
"141145","2011-2012","Schoharie",2012-06-16,0,0,0,0,0
"142146","2011-2012","Schuyler",2012-06-16,0,0,0,0,0
"142147","2011-2012","Seneca",2012-06-16,0,0,0,0,0
"142148","2011-2012","Steuben",2012-06-16,0,0,0,0,0
"142149","2011-2012","St lawrence",2012-06-16,0,0,0,0,0
"142150","2011-2012","Suffolk",2012-06-16,0,0,0,0,0
"142151","2011-2012","Sullivan",2012-06-16,0,0,0,0,0
"142152","2011-2012","Tioga",2012-06-16,0,0,0,0,0
"142153","2011-2012","Tompkins",2012-06-16,0,0,0,0,0
"142154","2011-2012","Ulster",2012-06-16,0,0,0,0,0
"142155","2011-2012","Warren",2012-06-16,0,0,0,0,0
"142156","2011-2012","Washington",2012-06-16,0,0,0,0,0
"142157","2011-2012","Wayne",2012-06-16,0,0,0,0,0
"142158","2011-2012","Westchester",2012-06-16,0,0,0,0,0
"142159","2011-2012","Wyoming",2012-06-16,0,0,0,0,0
"142160","2011-2012","Yates",2012-06-16,0,0,0,0,0
"178","2011-2012","Albany",2012-06-23,0,0,0,0,0
"17727","2011-2012","Allegany",2012-06-23,0,0,0,0,0
"143101","2011-2012","Bronx",2012-06-23,0,0,0,0,0
"17733","2011-2012","Broome",2012-06-23,0,0,0,0,0
"17736","2011-2012","Cattaraugus",2012-06-23,0,0,0,0,0
"17739","2011-2012","Cayuga",2012-06-23,0,0,0,0,0
"17742","2011-2012","Chautauqua",2012-06-23,0,0,0,0,0
"17745","2011-2012","Chemung",2012-06-23,0,0,0,0,0
"17748","2011-2012","Chenango",2012-06-23,0,0,0,0,0
"17751","2011-2012","Clinton",2012-06-23,0,0,0,0,0
"17819","2011-2012","Columbia",2012-06-23,0,0,0,0,0
"17820","2011-2012","Cortland",2012-06-23,0,0,0,0,0
"17821","2011-2012","Delaware",2012-06-23,0,0,0,0,0
"17822","2011-2012","Dutchess",2012-06-23,0,0,0,0,0
"17823","2011-2012","Erie",2012-06-23,0,0,0,0,0
"17824","2011-2012","Essex",2012-06-23,0,0,0,0,0
"17825","2011-2012","Franklin",2012-06-23,0,0,0,0,0
"17826","2011-2012","Fulton",2012-06-23,0,0,0,0,0
"17827","2011-2012","Genesee",2012-06-23,0,0,0,0,0
"17781","2011-2012","Greene",2012-06-23,0,0,0,0,0
"17784","2011-2012","Hamilton",2012-06-23,0,0,0,0,0
"17787","2011-2012","Herkimer",2012-06-23,0,0,0,0,0
"17790","2011-2012","Jefferson",2012-06-23,0,0,0,0,0
"142122","2011-2012","Kings",2012-06-23,0,0,0,0,0
"146123","2011-2012","Lewis",2012-06-23,0,0,0,0,0
"142124","2011-2012","Livingston",2012-06-23,0,0,0,0,0
"142125","2011-2012","Madison",2012-06-23,0,0,0,0,0
"142126","2011-2012","Monroe",2012-06-23,0,0,0,0,0
"142127","2011-2012","Montgomery",2012-06-23,0,0,0,0,0
"142128","2011-2012","Nassau",2012-06-23,0,0,0,0,0
"142129","2011-2012","New york",2012-06-23,0,0,0,0,0
"142130","2011-2012","Niagara",2012-06-23,0,0,0,0,0
"142131","2011-2012","Oneida",2012-06-23,0,0,0,0,0
"142132","2011-2012","Onondaga",2012-06-23,0,0,0,0,0
"142133","2011-2012","Ontario",2012-06-23,0,0,0,0,0
"142134","2011-2012","Orange",2012-06-23,0,0,0,0,0
"142135","2011-2012","Orleans",2012-06-23,0,0,0,0,0
"142136","2011-2012","Oswego",2012-06-23,0,0,0,0,0
"142137","2011-2012","Otsego",2012-06-23,0,0,0,0,0
"142138","2011-2012","Putnam",2012-06-23,0,0,0,0,0
"142139","2011-2012","Queens",2012-06-23,0,0,0,0,0
"142140","2011-2012","Rensselaer",2012-06-23,0,0,0,0,0
"142141","2011-2012","Richmond",2012-06-23,0,0,0,0,0
"142142","2011-2012","Rockland",2012-06-23,0,0,0,0,0
"142143","2011-2012","Saratoga",2012-06-23,0,0,0,0,0
"142144","2011-2012","Schenectady",2012-06-23,0,0,0,0,0
"142145","2011-2012","Schoharie",2012-06-23,0,0,0,0,0
"143146","2011-2012","Schuyler",2012-06-23,0,0,0,0,0
"143147","2011-2012","Seneca",2012-06-23,0,0,0,0,0
"143148","2011-2012","Steuben",2012-06-23,0,0,0,0,0
"143149","2011-2012","St lawrence",2012-06-23,0,0,0,0,0
"143150","2011-2012","Suffolk",2012-06-23,0,0,0,0,0
"143151","2011-2012","Sullivan",2012-06-23,0,0,0,0,0
"143152","2011-2012","Tioga",2012-06-23,0,0,0,0,0
"143153","2011-2012","Tompkins",2012-06-23,0,0,0,0,0
"143154","2011-2012","Ulster",2012-06-23,0,0,0,0,0
"143155","2011-2012","Warren",2012-06-23,0,0,0,0,0
"143156","2011-2012","Washington",2012-06-23,0,0,0,0,0
"143157","2011-2012","Wayne",2012-06-23,0,0,0,0,0
"143158","2011-2012","Westchester",2012-06-23,0,0,0,0,0
"143159","2011-2012","Wyoming",2012-06-23,0,0,0,0,0
"143160","2011-2012","Yates",2012-06-23,0,0,0,0,0
"179","2011-2012","Albany",2012-06-30,0,0,0,0,0
"17810","2011-2012","Allegany",2012-06-30,0,0,0,0,0
"144101","2011-2012","Bronx",2012-06-30,0,0,0,0,0
"17812","2011-2012","Broome",2012-06-30,0,0,0,0,0
"17813","2011-2012","Cattaraugus",2012-06-30,0,0,0,0,0
"17814","2011-2012","Cayuga",2012-06-30,0,0,0,0,0
"17815","2011-2012","Chautauqua",2012-06-30,0,0,0,0,0
"17816","2011-2012","Chemung",2012-06-30,0,0,0,0,0
"17817","2011-2012","Chenango",2012-06-30,0,0,0,0,0
"17818","2011-2012","Clinton",2012-06-30,0,0,0,0,0
"17919","2011-2012","Columbia",2012-06-30,0,0,0,0,0
"17920","2011-2012","Cortland",2012-06-30,0,0,0,0,0
"17921","2011-2012","Delaware",2012-06-30,0,0,0,0,0
"17922","2011-2012","Dutchess",2012-06-30,0,0,0,0,0
"17923","2011-2012","Erie",2012-06-30,0,0,0,0,0
"17924","2011-2012","Essex",2012-06-30,0,0,0,0,0
"17925","2011-2012","Franklin",2012-06-30,0,0,0,0,0
"17926","2011-2012","Fulton",2012-06-30,0,0,0,0,0
"17927","2011-2012","Genesee",2012-06-30,0,0,0,0,0
"17828","2011-2012","Greene",2012-06-30,0,0,0,0,0
"17829","2011-2012","Hamilton",2012-06-30,0,0,0,0,0
"17830","2011-2012","Herkimer",2012-06-30,0,0,0,0,0
"17831","2011-2012","Jefferson",2012-06-30,0,0,0,0,0
"143122","2011-2012","Kings",2012-06-30,0,0,0,0,0
"147123","2011-2012","Lewis",2012-06-30,0,0,0,0,0
"143124","2011-2012","Livingston",2012-06-30,0,0,0,0,0
"143125","2011-2012","Madison",2012-06-30,0,0,0,0,0
"143126","2011-2012","Monroe",2012-06-30,0,0,0,0,0
"143127","2011-2012","Montgomery",2012-06-30,0,0,0,0,0
"143128","2011-2012","Nassau",2012-06-30,0,0,0,0,0
"143129","2011-2012","New york",2012-06-30,0,0,0,0,0
"143130","2011-2012","Niagara",2012-06-30,0,0,0,0,0
"143131","2011-2012","Oneida",2012-06-30,0,0,0,0,0
"143132","2011-2012","Onondaga",2012-06-30,0,0,0,0,0
"143133","2011-2012","Ontario",2012-06-30,0,0,0,0,0
"143134","2011-2012","Orange",2012-06-30,0,0,0,0,0
"143135","2011-2012","Orleans",2012-06-30,0,0,0,0,0
"143136","2011-2012","Oswego",2012-06-30,0,0,0,0,0
"143137","2011-2012","Otsego",2012-06-30,0,0,0,0,0
"143138","2011-2012","Putnam",2012-06-30,0,0,0,0,0
"143139","2011-2012","Queens",2012-06-30,0,0,0,0,0
"143140","2011-2012","Rensselaer",2012-06-30,0,0,0,0,0
"143141","2011-2012","Richmond",2012-06-30,0,0,0,0,0
"143142","2011-2012","Rockland",2012-06-30,0,0,0,0,0
"143143","2011-2012","Saratoga",2012-06-30,0,0,0,0,0
"143144","2011-2012","Schenectady",2012-06-30,0,0,0,0,0
"143145","2011-2012","Schoharie",2012-06-30,0,0,0,0,0
"144146","2011-2012","Schuyler",2012-06-30,0,0,0,0,0
"144147","2011-2012","Seneca",2012-06-30,0,0,0,0,0
"144148","2011-2012","Steuben",2012-06-30,0,0,0,0,0
"144149","2011-2012","St lawrence",2012-06-30,0,0,0,0,0
"144150","2011-2012","Suffolk",2012-06-30,0,0,0,0,0
"144151","2011-2012","Sullivan",2012-06-30,0,0,0,0,0
"144152","2011-2012","Tioga",2012-06-30,0,0,0,0,0
"144153","2011-2012","Tompkins",2012-06-30,0,0,0,0,0
"144154","2011-2012","Ulster",2012-06-30,0,0,0,0,0
"144155","2011-2012","Warren",2012-06-30,0,0,0,0,0
"144156","2011-2012","Washington",2012-06-30,0,0,0,0,0
"144157","2011-2012","Wayne",2012-06-30,0,0,0,0,0
"144158","2011-2012","Westchester",2012-06-30,0,0,0,0,0
"144159","2011-2012","Wyoming",2012-06-30,0,0,0,0,0
"144160","2011-2012","Yates",2012-06-30,0,0,0,0,0
"180","2011-2012","Albany",2012-07-07,0,0,0,0,0
"17910","2011-2012","Allegany",2012-07-07,0,0,0,0,0
"145101","2011-2012","Bronx",2012-07-07,0,0,0,0,0
"17912","2011-2012","Broome",2012-07-07,0,0,0,0,0
"17913","2011-2012","Cattaraugus",2012-07-07,0,0,0,0,0
"17914","2011-2012","Cayuga",2012-07-07,0,0,0,0,0
"17915","2011-2012","Chautauqua",2012-07-07,0,0,0,0,0
"17916","2011-2012","Chemung",2012-07-07,0,0,0,0,0
"17917","2011-2012","Chenango",2012-07-07,0,0,0,0,0
"17918","2011-2012","Clinton",2012-07-07,0,0,0,0,0
"18019","2011-2012","Columbia",2012-07-07,0,0,0,0,0
"18020","2011-2012","Cortland",2012-07-07,0,0,0,0,0
"18021","2011-2012","Delaware",2012-07-07,0,0,0,0,0
"18022","2011-2012","Dutchess",2012-07-07,0,0,0,0,0
"18023","2011-2012","Erie",2012-07-07,0,0,0,0,0
"18024","2011-2012","Essex",2012-07-07,0,0,0,0,0
"18025","2011-2012","Franklin",2012-07-07,0,0,0,0,0
"18026","2011-2012","Fulton",2012-07-07,0,0,0,0,0
"18027","2011-2012","Genesee",2012-07-07,0,0,0,0,0
"17928","2011-2012","Greene",2012-07-07,0,0,0,0,0
"17929","2011-2012","Hamilton",2012-07-07,0,0,0,0,0
"17930","2011-2012","Herkimer",2012-07-07,0,0,0,0,0
"17931","2011-2012","Jefferson",2012-07-07,0,0,0,0,0
"144122","2011-2012","Kings",2012-07-07,0,0,0,0,0
"148123","2011-2012","Lewis",2012-07-07,0,0,0,0,0
"144124","2011-2012","Livingston",2012-07-07,0,0,0,0,0
"144125","2011-2012","Madison",2012-07-07,0,0,0,0,0
"144126","2011-2012","Monroe",2012-07-07,0,0,0,0,0
"144127","2011-2012","Montgomery",2012-07-07,0,0,0,0,0
"144128","2011-2012","Nassau",2012-07-07,0,0,0,0,0
"144129","2011-2012","New york",2012-07-07,0,0,0,0,0
"144130","2011-2012","Niagara",2012-07-07,0,0,0,0,0
"144131","2011-2012","Oneida",2012-07-07,0,0,0,0,0
"144132","2011-2012","Onondaga",2012-07-07,0,0,0,0,0
"144133","2011-2012","Ontario",2012-07-07,0,0,0,0,0
"144134","2011-2012","Orange",2012-07-07,0,0,0,0,0
"144135","2011-2012","Orleans",2012-07-07,0,0,0,0,0
"144136","2011-2012","Oswego",2012-07-07,0,0,0,0,0
"144137","2011-2012","Otsego",2012-07-07,0,0,0,0,0
"144138","2011-2012","Putnam",2012-07-07,0,0,0,0,0
"144139","2011-2012","Queens",2012-07-07,0,0,0,0,0
"144140","2011-2012","Rensselaer",2012-07-07,0,0,0,0,0
"144141","2011-2012","Richmond",2012-07-07,0,0,0,0,0
"144142","2011-2012","Rockland",2012-07-07,0,0,0,0,0
"144143","2011-2012","Saratoga",2012-07-07,0,0,0,0,0
"144144","2011-2012","Schenectady",2012-07-07,0,0,0,0,0
"144145","2011-2012","Schoharie",2012-07-07,0,0,0,0,0
"145146","2011-2012","Schuyler",2012-07-07,0,0,0,0,0
"145147","2011-2012","Seneca",2012-07-07,0,0,0,0,0
"145148","2011-2012","Steuben",2012-07-07,0,0,0,0,0
"145149","2011-2012","St lawrence",2012-07-07,0,0,0,0,0
"145150","2011-2012","Suffolk",2012-07-07,0,0,0,0,0
"145151","2011-2012","Sullivan",2012-07-07,0,0,0,0,0
"145152","2011-2012","Tioga",2012-07-07,0,0,0,0,0
"145153","2011-2012","Tompkins",2012-07-07,0,0,0,0,0
"145154","2011-2012","Ulster",2012-07-07,0,0,0,0,0
"145155","2011-2012","Warren",2012-07-07,0,0,0,0,0
"145156","2011-2012","Washington",2012-07-07,0,0,0,0,0
"145157","2011-2012","Wayne",2012-07-07,0,0,0,0,0
"145158","2011-2012","Westchester",2012-07-07,0,0,0,0,0
"145159","2011-2012","Wyoming",2012-07-07,0,0,0,0,0
"145160","2011-2012","Yates",2012-07-07,0,0,0,0,0
"181","2011-2012","Albany",2012-07-14,0,0,0,0,0
"18010","2011-2012","Allegany",2012-07-14,0,0,0,0,0
"146101","2011-2012","Bronx",2012-07-14,0,0,0,0,0
"18012","2011-2012","Broome",2012-07-14,0,0,0,0,0
"18013","2011-2012","Cattaraugus",2012-07-14,0,0,0,0,0
"18014","2011-2012","Cayuga",2012-07-14,0,0,0,0,0
"18015","2011-2012","Chautauqua",2012-07-14,0,0,0,0,0
"18016","2011-2012","Chemung",2012-07-14,0,0,0,0,0
"18017","2011-2012","Chenango",2012-07-14,0,0,0,0,0
"18018","2011-2012","Clinton",2012-07-14,0,0,0,0,0
"18119","2011-2012","Columbia",2012-07-14,0,0,0,0,0
"18121","2011-2012","Cortland",2012-07-14,0,0,0,0,0
"18123","2011-2012","Delaware",2012-07-14,0,0,0,0,0
"18125","2011-2012","Dutchess",2012-07-14,0,0,0,0,0
"18127","2011-2012","Erie",2012-07-14,0,0,0,0,0
"18129","2011-2012","Essex",2012-07-14,0,0,0,0,0
"18131","2011-2012","Franklin",2012-07-14,0,0,0,0,0
"18133","2011-2012","Fulton",2012-07-14,0,0,0,0,0
"18135","2011-2012","Genesee",2012-07-14,0,0,0,0,0
"18028","2011-2012","Greene",2012-07-14,0,0,0,0,0
"18029","2011-2012","Hamilton",2012-07-14,0,0,0,0,0
"18030","2011-2012","Herkimer",2012-07-14,0,0,0,0,0
"18031","2011-2012","Jefferson",2012-07-14,0,0,0,0,0
"145122","2011-2012","Kings",2012-07-14,0,0,0,0,0
"150123","2011-2012","Lewis",2012-07-14,0,0,0,0,0
"145124","2011-2012","Livingston",2012-07-14,0,0,0,0,0
"145125","2011-2012","Madison",2012-07-14,0,0,0,0,0
"145126","2011-2012","Monroe",2012-07-14,0,0,0,0,0
"145127","2011-2012","Montgomery",2012-07-14,0,0,0,0,0
"145128","2011-2012","Nassau",2012-07-14,0,0,0,0,0
"145129","2011-2012","New york",2012-07-14,0,0,0,0,0
"145130","2011-2012","Niagara",2012-07-14,0,0,0,0,0
"145131","2011-2012","Oneida",2012-07-14,0,0,0,0,0
"145132","2011-2012","Onondaga",2012-07-14,0,0,0,0,0
"145133","2011-2012","Ontario",2012-07-14,0,0,0,0,0
"145134","2011-2012","Orange",2012-07-14,0,0,0,0,0
"145135","2011-2012","Orleans",2012-07-14,0,0,0,0,0
"145136","2011-2012","Oswego",2012-07-14,0,0,0,0,0
"145137","2011-2012","Otsego",2012-07-14,0,0,0,0,0
"145138","2011-2012","Putnam",2012-07-14,0,0,0,0,0
"145139","2011-2012","Queens",2012-07-14,0,0,0,0,0
"145140","2011-2012","Rensselaer",2012-07-14,0,0,0,0,0
"145141","2011-2012","Richmond",2012-07-14,0,0,0,0,0
"145142","2011-2012","Rockland",2012-07-14,0,0,0,0,0
"145143","2011-2012","Saratoga",2012-07-14,0,0,0,0,0
"145144","2011-2012","Schenectady",2012-07-14,0,0,0,0,0
"145145","2011-2012","Schoharie",2012-07-14,0,0,0,0,0
"146146","2011-2012","Schuyler",2012-07-14,0,0,0,0,0
"146147","2011-2012","Seneca",2012-07-14,0,0,0,0,0
"146148","2011-2012","Steuben",2012-07-14,0,0,0,0,0
"146149","2011-2012","St lawrence",2012-07-14,0,0,0,0,0
"146150","2011-2012","Suffolk",2012-07-14,0,0,0,0,0
"146151","2011-2012","Sullivan",2012-07-14,0,0,0,0,0
"146152","2011-2012","Tioga",2012-07-14,0,0,0,0,0
"146153","2011-2012","Tompkins",2012-07-14,0,0,0,0,0
"146154","2011-2012","Ulster",2012-07-14,0,0,0,0,0
"146155","2011-2012","Warren",2012-07-14,0,0,0,0,0
"146156","2011-2012","Washington",2012-07-14,0,0,0,0,0
"146157","2011-2012","Wayne",2012-07-14,0,0,0,0,0
"146158","2011-2012","Westchester",2012-07-14,0,0,0,0,0
"146159","2011-2012","Wyoming",2012-07-14,0,0,0,0,0
"146160","2011-2012","Yates",2012-07-14,0,0,0,0,0
"182","2011-2012","Albany",2012-07-21,0,0,0,0,0
"18110","2011-2012","Allegany",2012-07-21,0,0,0,0,0
"147101","2011-2012","Bronx",2012-07-21,0,0,0,0,0
"18112","2011-2012","Broome",2012-07-21,0,0,0,0,0
"18113","2011-2012","Cattaraugus",2012-07-21,0,0,0,0,0
"18114","2011-2012","Cayuga",2012-07-21,0,0,0,0,0
"18115","2011-2012","Chautauqua",2012-07-21,0,0,0,0,0
"18116","2011-2012","Chemung",2012-07-21,0,0,0,0,0
"18117","2011-2012","Chenango",2012-07-21,0,0,0,0,0
"18118","2011-2012","Clinton",2012-07-21,0,0,0,0,0
"18219","2011-2012","Columbia",2012-07-21,0,0,0,0,0
"18220","2011-2012","Cortland",2012-07-21,0,0,0,0,0
"18221","2011-2012","Delaware",2012-07-21,0,0,0,0,0
"18222","2011-2012","Dutchess",2012-07-21,0,0,0,0,0
"18223","2011-2012","Erie",2012-07-21,0,0,0,0,0
"18224","2011-2012","Essex",2012-07-21,0,0,0,0,0
"18225","2011-2012","Franklin",2012-07-21,0,0,0,0,0
"18226","2011-2012","Fulton",2012-07-21,0,0,0,0,0
"18227","2011-2012","Genesee",2012-07-21,0,0,0,0,0
"18137","2011-2012","Greene",2012-07-21,0,0,0,0,0
"18139","2011-2012","Hamilton",2012-07-21,0,0,0,0,0
"18141","2011-2012","Herkimer",2012-07-21,0,0,0,0,0
"18143","2011-2012","Jefferson",2012-07-21,0,0,0,0,0
"146122","2011-2012","Kings",2012-07-21,0,0,0,0,0
"151123","2011-2012","Lewis",2012-07-21,0,0,0,0,0
"146124","2011-2012","Livingston",2012-07-21,0,0,0,0,0
"146125","2011-2012","Madison",2012-07-21,0,0,0,0,0
"146126","2011-2012","Monroe",2012-07-21,0,0,0,0,0
"146127","2011-2012","Montgomery",2012-07-21,0,0,0,0,0
"146128","2011-2012","Nassau",2012-07-21,0,0,0,0,0
"146129","2011-2012","New york",2012-07-21,0,0,0,0,0
"146130","2011-2012","Niagara",2012-07-21,0,0,0,0,0
"146131","2011-2012","Oneida",2012-07-21,0,0,0,0,0
"146132","2011-2012","Onondaga",2012-07-21,0,0,0,0,0
"146133","2011-2012","Ontario",2012-07-21,0,0,0,0,0
"146134","2011-2012","Orange",2012-07-21,0,0,0,0,0
"146135","2011-2012","Orleans",2012-07-21,0,0,0,0,0
"146136","2011-2012","Oswego",2012-07-21,0,0,0,0,0
"146137","2011-2012","Otsego",2012-07-21,0,0,0,0,0
"146138","2011-2012","Putnam",2012-07-21,0,0,0,0,0
"146139","2011-2012","Queens",2012-07-21,0,0,0,0,0
"146140","2011-2012","Rensselaer",2012-07-21,0,0,0,0,0
"146141","2011-2012","Richmond",2012-07-21,0,0,0,0,0
"146142","2011-2012","Rockland",2012-07-21,0,0,0,0,0
"146143","2011-2012","Saratoga",2012-07-21,0,0,0,0,0
"146144","2011-2012","Schenectady",2012-07-21,0,0,0,0,0
"146145","2011-2012","Schoharie",2012-07-21,0,0,0,0,0
"147146","2011-2012","Schuyler",2012-07-21,0,0,0,0,0
"147147","2011-2012","Seneca",2012-07-21,0,0,0,0,0
"147148","2011-2012","Steuben",2012-07-21,0,0,0,0,0
"147149","2011-2012","St lawrence",2012-07-21,0,0,0,0,0
"147150","2011-2012","Suffolk",2012-07-21,0,0,0,0,0
"147151","2011-2012","Sullivan",2012-07-21,0,0,0,0,0
"147152","2011-2012","Tioga",2012-07-21,0,0,0,0,0
"147153","2011-2012","Tompkins",2012-07-21,0,0,0,0,0
"147154","2011-2012","Ulster",2012-07-21,0,0,0,0,0
"147155","2011-2012","Warren",2012-07-21,0,0,0,0,0
"147156","2011-2012","Washington",2012-07-21,0,0,0,0,0
"147157","2011-2012","Wayne",2012-07-21,0,0,0,0,0
"147158","2011-2012","Westchester",2012-07-21,0,0,0,0,0
"147159","2011-2012","Wyoming",2012-07-21,0,0,0,0,0
"147160","2011-2012","Yates",2012-07-21,0,0,0,0,0
"183","2011-2012","Albany",2012-07-28,0,0,0,0,0
"18210","2011-2012","Allegany",2012-07-28,0,0,0,0,0
"148101","2011-2012","Bronx",2012-07-28,0,0,0,0,0
"18212","2011-2012","Broome",2012-07-28,0,0,0,0,0
"18213","2011-2012","Cattaraugus",2012-07-28,0,0,0,0,0
"18214","2011-2012","Cayuga",2012-07-28,0,0,0,0,0
"18215","2011-2012","Chautauqua",2012-07-28,0,0,0,0,0
"18216","2011-2012","Chemung",2012-07-28,0,0,0,0,0
"18217","2011-2012","Chenango",2012-07-28,0,0,0,0,0
"18218","2011-2012","Clinton",2012-07-28,0,0,0,0,0
"18319","2011-2012","Columbia",2012-07-28,0,0,0,0,0
"18320","2011-2012","Cortland",2012-07-28,0,0,0,0,0
"18321","2011-2012","Delaware",2012-07-28,0,0,0,0,0
"18322","2011-2012","Dutchess",2012-07-28,0,0,0,0,0
"18323","2011-2012","Erie",2012-07-28,0,0,0,0,0
"18324","2011-2012","Essex",2012-07-28,0,0,0,0,0
"18325","2011-2012","Franklin",2012-07-28,0,0,0,0,0
"18326","2011-2012","Fulton",2012-07-28,0,0,0,0,0
"18327","2011-2012","Genesee",2012-07-28,0,0,0,0,0
"18228","2011-2012","Greene",2012-07-28,0,0,0,0,0
"18229","2011-2012","Hamilton",2012-07-28,0,0,0,0,0
"18230","2011-2012","Herkimer",2012-07-28,0,0,0,0,0
"18231","2011-2012","Jefferson",2012-07-28,0,0,0,0,0
"147122","2011-2012","Kings",2012-07-28,0,0,0,0,0
"152123","2011-2012","Lewis",2012-07-28,0,0,0,0,0
"147124","2011-2012","Livingston",2012-07-28,0,0,0,0,0
"147125","2011-2012","Madison",2012-07-28,0,0,0,0,0
"147126","2011-2012","Monroe",2012-07-28,0,0,0,0,0
"147127","2011-2012","Montgomery",2012-07-28,0,0,0,0,0
"147128","2011-2012","Nassau",2012-07-28,0,0,0,0,0
"147129","2011-2012","New york",2012-07-28,0,0,0,0,0
"147130","2011-2012","Niagara",2012-07-28,0,0,0,0,0
"147131","2011-2012","Oneida",2012-07-28,0,0,0,0,0
"147132","2011-2012","Onondaga",2012-07-28,0,0,0,0,0
"147133","2011-2012","Ontario",2012-07-28,0,0,0,0,0
"147134","2011-2012","Orange",2012-07-28,0,0,0,0,0
"147135","2011-2012","Orleans",2012-07-28,0,0,0,0,0
"147136","2011-2012","Oswego",2012-07-28,0,0,0,0,0
"147137","2011-2012","Otsego",2012-07-28,0,0,0,0,0
"147138","2011-2012","Putnam",2012-07-28,0,0,0,0,0
"147139","2011-2012","Queens",2012-07-28,0,0,0,0,0
"147140","2011-2012","Rensselaer",2012-07-28,0,0,0,0,0
"147141","2011-2012","Richmond",2012-07-28,0,0,0,0,0
"147142","2011-2012","Rockland",2012-07-28,0,0,0,0,0
"147143","2011-2012","Saratoga",2012-07-28,0,0,0,0,0
"147144","2011-2012","Schenectady",2012-07-28,0,0,0,0,0
"147145","2011-2012","Schoharie",2012-07-28,0,0,0,0,0
"148146","2011-2012","Schuyler",2012-07-28,0,0,0,0,0
"148147","2011-2012","Seneca",2012-07-28,0,0,0,0,0
"148148","2011-2012","Steuben",2012-07-28,0,0,0,0,0
"148149","2011-2012","St lawrence",2012-07-28,0,0,0,0,0
"148150","2011-2012","Suffolk",2012-07-28,0,0,0,0,0
"148151","2011-2012","Sullivan",2012-07-28,0,0,0,0,0
"148152","2011-2012","Tioga",2012-07-28,0,0,0,0,0
"148153","2011-2012","Tompkins",2012-07-28,0,0,0,0,0
"148154","2011-2012","Ulster",2012-07-28,0,0,0,0,0
"148155","2011-2012","Warren",2012-07-28,0,0,0,0,0
"148156","2011-2012","Washington",2012-07-28,0,0,0,0,0
"148157","2011-2012","Wayne",2012-07-28,0,0,0,0,0
"148158","2011-2012","Westchester",2012-07-28,0,0,0,0,0
"148159","2011-2012","Wyoming",2012-07-28,0,0,0,0,0
"148160","2011-2012","Yates",2012-07-28,0,0,0,0,0
"184","2011-2012","Albany",2012-08-04,0,0,0,0,0
"18310","2011-2012","Allegany",2012-08-04,0,0,0,0,0
"149101","2011-2012","Bronx",2012-08-04,0,0,0,0,0
"18312","2011-2012","Broome",2012-08-04,0,0,0,0,0
"18313","2011-2012","Cattaraugus",2012-08-04,0,0,0,0,0
"18314","2011-2012","Cayuga",2012-08-04,0,0,0,0,0
"18315","2011-2012","Chautauqua",2012-08-04,0,0,0,0,0
"18316","2011-2012","Chemung",2012-08-04,0,0,0,0,0
"18317","2011-2012","Chenango",2012-08-04,0,0,0,0,0
"18318","2011-2012","Clinton",2012-08-04,0,0,0,0,0
"18419","2011-2012","Columbia",2012-08-04,0,0,0,0,0
"18420","2011-2012","Cortland",2012-08-04,0,0,0,0,0
"18421","2011-2012","Delaware",2012-08-04,0,0,0,0,0
"18422","2011-2012","Dutchess",2012-08-04,0,0,0,0,0
"18423","2011-2012","Erie",2012-08-04,0,0,0,0,0
"18424","2011-2012","Essex",2012-08-04,0,0,0,0,0
"18425","2011-2012","Franklin",2012-08-04,0,0,0,0,0
"18426","2011-2012","Fulton",2012-08-04,0,0,0,0,0
"18427","2011-2012","Genesee",2012-08-04,0,0,0,0,0
"18328","2011-2012","Greene",2012-08-04,0,0,0,0,0
"18329","2011-2012","Hamilton",2012-08-04,0,0,0,0,0
"18330","2011-2012","Herkimer",2012-08-04,0,0,0,0,0
"18331","2011-2012","Jefferson",2012-08-04,0,0,0,0,0
"149122","2011-2012","Kings",2012-08-04,0,0,0,0,0
"153123","2011-2012","Lewis",2012-08-04,0,0,0,0,0
"148124","2011-2012","Livingston",2012-08-04,0,0,0,0,0
"148125","2011-2012","Madison",2012-08-04,0,0,0,0,0
"148126","2011-2012","Monroe",2012-08-04,0,0,0,0,0
"148127","2011-2012","Montgomery",2012-08-04,0,0,0,0,0
"148128","2011-2012","Nassau",2012-08-04,0,0,0,0,0
"148129","2011-2012","New york",2012-08-04,0,0,0,0,0
"148130","2011-2012","Niagara",2012-08-04,0,0,0,0,0
