"","Period","County","Date","Incidents","ARIMA","Error_ARIMA","HW","Error_HW"
"14900","2016-2017","Monroe",2017-02-25,437,0,0,0,0
"14901","2016-2017","Montgomery",2017-02-25,32,0,0,0,0
"14902","2016-2017","Nassau",2017-02-25,252,0,0,0,0
"14903","2016-2017","New york",2017-02-25,182,0,0,0,0
"14904","2016-2017","Niagara",2017-02-25,33,0,0,0,0
"14905","2016-2017","Oneida",2017-02-25,248,0,0,0,0
"14906","2016-2017","Onondaga",2017-02-25,209,0,0,0,0
"14907","2016-2017","Ontario",2017-02-25,49,0,0,0,0
"14908","2016-2017","Orange",2017-02-25,64,0,0,0,0
"14909","2016-2017","Orleans",2017-02-25,9,0,0,0,0
"14910","2016-2017","Oswego",2017-02-25,89,0,0,0,0
"14911","2016-2017","Otsego",2017-02-25,30,0,0,0,0
"14912","2016-2017","Putnam",2017-02-25,27,0,0,0,0
"14913","2016-2017","Queens",2017-02-25,313,0,0,0,0
"14914","2016-2017","Rensselaer",2017-02-25,48,0,0,0,0
"14915","2016-2017","Richmond",2017-02-25,43,0,0,0,0
"14916","2016-2017","Rockland",2017-02-25,31,0,0,0,0
"14917","2016-2017","Saratoga",2017-02-25,110,0,0,0,0
"14918","2016-2017","Schenectady",2017-02-25,112,0,0,0,0
"14919","2016-2017","Schoharie",2017-02-25,6,0,0,0,0
"14920","2016-2017","Schuyler",2017-02-25,4,0,0,0,0
"14921","2016-2017","Seneca",2017-02-25,6,0,0,0,0
"14923","2016-2017","Steuben",2017-02-25,26,0,0,0,0
"14922","2016-2017","St lawrence",2017-02-25,165,0,0,0,0
"14924","2016-2017","Suffolk",2017-02-25,257,0,0,0,0
"14925","2016-2017","Sullivan",2017-02-25,36,0,0,0,0
"14926","2016-2017","Tioga",2017-02-25,30,0,0,0,0
"14927","2016-2017","Tompkins",2017-02-25,67,0,0,0,0
"14928","2016-2017","Ulster",2017-02-25,54,0,0,0,0
"14929","2016-2017","Warren",2017-02-25,27,0,0,0,0
"14930","2016-2017","Washington",2017-02-25,15,0,0,0,0
"14931","2016-2017","Wayne",2017-02-25,52,0,0,0,0
"14932","2016-2017","Westchester",2017-02-25,318,0,0,0,0
"14933","2016-2017","Wyoming",2017-02-25,3,0,0,0,0
"14934","2016-2017","Yates",2017-02-25,5,0,0,0,0
"14935","2016-2017","Albany",2017-03-04,52,0,0,0,0
"14936","2016-2017","Allegany",2017-03-04,13,0,0,0,0
"14937","2016-2017","Bronx",2017-03-04,149,0,0,0,0
"14938","2016-2017","Broome",2017-03-04,99,0,0,0,0
"14939","2016-2017","Cattaraugus",2017-03-04,20,0,0,0,0
"14940","2016-2017","Cayuga",2017-03-04,34,0,0,0,0
"14941","2016-2017","Chautauqua",2017-03-04,35,0,0,0,0
"14942","2016-2017","Chemung",2017-03-04,42,0,0,0,0
"14943","2016-2017","Chenango",2017-03-04,56,0,0,0,0
"14944","2016-2017","Clinton",2017-03-04,23,0,0,0,0
"14945","2016-2017","Columbia",2017-03-04,9,0,0,0,0
"14946","2016-2017","Cortland",2017-03-04,16,0,0,0,0
"14947","2016-2017","Delaware",2017-03-04,15,0,0,0,0
"14948","2016-2017","Dutchess",2017-03-04,66,0,0,0,0
"14949","2016-2017","Erie",2017-03-04,153,0,0,0,0
"14950","2016-2017","Essex",2017-03-04,6,0,0,0,0
"14951","2016-2017","Franklin",2017-03-04,9,0,0,0,0
"14952","2016-2017","Fulton",2017-03-04,10,0,0,0,0
"14953","2016-2017","Genesee",2017-03-04,27,0,0,0,0
"14954","2016-2017","Greene",2017-03-04,10,0,0,0,0
"14955","2016-2017","Hamilton",2017-03-04,2,0,0,0,0
"14956","2016-2017","Herkimer",2017-03-04,46,0,0,0,0
"14957","2016-2017","Jefferson",2017-03-04,80,0,0,0,0
"14958","2016-2017","Kings",2017-03-04,125,0,0,0,0
"14959","2016-2017","Lewis",2017-03-04,32,0,0,0,0
"14960","2016-2017","Livingston",2017-03-04,8,0,0,0,0
"14961","2016-2017","Madison",2017-03-04,42,0,0,0,0
"14962","2016-2017","Monroe",2017-03-04,248,0,0,0,0
"14963","2016-2017","Montgomery",2017-03-04,21,0,0,0,0
"14964","2016-2017","Nassau",2017-03-04,162,0,0,0,0
"14965","2016-2017","New york",2017-03-04,115,0,0,0,0
"14966","2016-2017","Niagara",2017-03-04,16,0,0,0,0
"14967","2016-2017","Oneida",2017-03-04,257,0,0,0,0
"14968","2016-2017","Onondaga",2017-03-04,86,0,0,0,0
"14969","2016-2017","Ontario",2017-03-04,20,0,0,0,0
"14970","2016-2017","Orange",2017-03-04,54,0,0,0,0
"14971","2016-2017","Orleans",2017-03-04,3,0,0,0,0
"14972","2016-2017","Oswego",2017-03-04,53,0,0,0,0
"14973","2016-2017","Otsego",2017-03-04,17,0,0,0,0
"14974","2016-2017","Putnam",2017-03-04,14,0,0,0,0
"14975","2016-2017","Queens",2017-03-04,171,0,0,0,0
"14976","2016-2017","Rensselaer",2017-03-04,22,0,0,0,0
"14977","2016-2017","Richmond",2017-03-04,6,0,0,0,0
"14978","2016-2017","Rockland",2017-03-04,23,0,0,0,0
"14979","2016-2017","Saratoga",2017-03-04,84,0,0,0,0
"14980","2016-2017","Schenectady",2017-03-04,50,0,0,0,0
"14981","2016-2017","Schoharie",2017-03-04,2,0,0,0,0
"14982","2016-2017","Schuyler",2017-03-04,3,0,0,0,0
"14983","2016-2017","Seneca",2017-03-04,6,0,0,0,0
"14985","2016-2017","Steuben",2017-03-04,16,0,0,0,0
"14984","2016-2017","St lawrence",2017-03-04,43,0,0,0,0
"14986","2016-2017","Suffolk",2017-03-04,126,0,0,0,0
"14987","2016-2017","Sullivan",2017-03-04,23,0,0,0,0
"14988","2016-2017","Tioga",2017-03-04,16,0,0,0,0
"14989","2016-2017","Tompkins",2017-03-04,26,0,0,0,0
"14990","2016-2017","Ulster",2017-03-04,33,0,0,0,0
"14991","2016-2017","Warren",2017-03-04,6,0,0,0,0
"14992","2016-2017","Washington",2017-03-04,14,0,0,0,0
"14993","2016-2017","Wayne",2017-03-04,53,0,0,0,0
"14994","2016-2017","Westchester",2017-03-04,157,0,0,0,0
"14995","2016-2017","Wyoming",2017-03-04,5,0,0,0,0
"14996","2016-2017","Yates",2017-03-04,6,0,0,0,0
"14997","2016-2017","Albany",2017-03-11,42,0,0,0,0
"14998","2016-2017","Allegany",2017-03-11,4,0,0,0,0
"14999","2016-2017","Bronx",2017-03-11,120,0,0,0,0
"15000","2016-2017","Broome",2017-03-11,72,0,0,0,0
"15001","2016-2017","Cattaraugus",2017-03-11,4,0,0,0,0
"15002","2016-2017","Cayuga",2017-03-11,24,0,0,0,0
"15003","2016-2017","Chautauqua",2017-03-11,18,0,0,0,0
"15004","2016-2017","Chemung",2017-03-11,25,0,0,0,0
"15005","2016-2017","Chenango",2017-03-11,34,0,0,0,0
"15006","2016-2017","Clinton",2017-03-11,19,0,0,0,0
"15007","2016-2017","Columbia",2017-03-11,8,0,0,0,0
"15008","2016-2017","Cortland",2017-03-11,11,0,0,0,0
"15009","2016-2017","Delaware",2017-03-11,11,0,0,0,0
"15010","2016-2017","Dutchess",2017-03-11,34,0,0,0,0
"15011","2016-2017","Erie",2017-03-11,119,0,0,0,0
"15012","2016-2017","Essex",2017-03-11,6,0,0,0,0
"15013","2016-2017","Franklin",2017-03-11,12,0,0,0,0
"15014","2016-2017","Fulton",2017-03-11,5,0,0,0,0
"15015","2016-2017","Genesee",2017-03-11,22,0,0,0,0
"15016","2016-2017","Greene",2017-03-11,5,0,0,0,0
"15017","2016-2017","Hamilton",2017-03-11,1,0,0,0,0
"15018","2016-2017","Herkimer",2017-03-11,35,0,0,0,0
"15019","2016-2017","Jefferson",2017-03-11,35,0,0,0,0
"15020","2016-2017","Kings",2017-03-11,91,0,0,0,0
"15021","2016-2017","Lewis",2017-03-11,22,0,0,0,0
"15022","2016-2017","Livingston",2017-03-11,8,0,0,0,0
"15023","2016-2017","Madison",2017-03-11,35,0,0,0,0
"15024","2016-2017","Monroe",2017-03-11,131,0,0,0,0
"15025","2016-2017","Montgomery",2017-03-11,18,0,0,0,0
"15026","2016-2017","Nassau",2017-03-11,120,0,0,0,0
"15027","2016-2017","New york",2017-03-11,64,0,0,0,0
"15028","2016-2017","Niagara",2017-03-11,12,0,0,0,0
"15029","2016-2017","Oneida",2017-03-11,138,0,0,0,0
"15030","2016-2017","Onondaga",2017-03-11,70,0,0,0,0
"15031","2016-2017","Ontario",2017-03-11,29,0,0,0,0
"15032","2016-2017","Orange",2017-03-11,34,0,0,0,0
"15033","2016-2017","Orleans",2017-03-11,6,0,0,0,0
"15034","2016-2017","Oswego",2017-03-11,33,0,0,0,0
"15035","2016-2017","Otsego",2017-03-11,10,0,0,0,0
"15036","2016-2017","Putnam",2017-03-11,11,0,0,0,0
"15037","2016-2017","Queens",2017-03-11,120,0,0,0,0
"15038","2016-2017","Rensselaer",2017-03-11,18,0,0,0,0
"15039","2016-2017","Richmond",2017-03-11,43,0,0,0,0
"15040","2016-2017","Rockland",2017-03-11,32,0,0,0,0
"15041","2016-2017","Saratoga",2017-03-11,57,0,0,0,0
"15042","2016-2017","Schenectady",2017-03-11,82,0,0,0,0
"15043","2016-2017","Schoharie",2017-03-11,6,0,0,0,0
"15044","2016-2017","Schuyler",2017-03-11,5,0,0,0,0
"15045","2016-2017","Seneca",2017-03-11,2,0,0,0,0
"15047","2016-2017","Steuben",2017-03-11,18,0,0,0,0
"15046","2016-2017","St lawrence",2017-03-11,73,0,0,0,0
"15048","2016-2017","Suffolk",2017-03-11,123,0,0,0,0
"15049","2016-2017","Sullivan",2017-03-11,12,0,0,0,0
"15050","2016-2017","Tioga",2017-03-11,5,0,0,0,0
"15051","2016-2017","Tompkins",2017-03-11,22,0,0,0,0
"15052","2016-2017","Ulster",2017-03-11,23,0,0,0,0
"15053","2016-2017","Warren",2017-03-11,4,0,0,0,0
"15054","2016-2017","Washington",2017-03-11,4,0,0,0,0
"15055","2016-2017","Wayne",2017-03-11,33,0,0,0,0
"15056","2016-2017","Westchester",2017-03-11,109,0,0,0,0
"15057","2016-2017","Wyoming",2017-03-11,4,0,0,0,0
"15058","2016-2017","Yates",2017-03-11,3,0,0,0,0
"15059","2016-2017","Albany",2017-03-18,18,0,0,0,0
"15060","2016-2017","Allegany",2017-03-18,12,0,0,0,0
"15061","2016-2017","Bronx",2017-03-18,79,0,0,0,0
"15062","2016-2017","Broome",2017-03-18,45,0,0,0,0
"15063","2016-2017","Cattaraugus",2017-03-18,0,0,0,0,0
"15064","2016-2017","Cayuga",2017-03-18,33,0,0,0,0
"15065","2016-2017","Chautauqua",2017-03-18,15,0,0,0,0
"15066","2016-2017","Chemung",2017-03-18,23,0,0,0,0
"15067","2016-2017","Chenango",2017-03-18,32,0,0,0,0
"15068","2016-2017","Clinton",2017-03-18,24,0,0,0,0
"15069","2016-2017","Columbia",2017-03-18,2,0,0,0,0
"15070","2016-2017","Cortland",2017-03-18,12,0,0,0,0
"15071","2016-2017","Delaware",2017-03-18,9,0,0,0,0
"15072","2016-2017","Dutchess",2017-03-18,23,0,0,0,0
"15073","2016-2017","Erie",2017-03-18,112,0,0,0,0
"15074","2016-2017","Essex",2017-03-18,6,0,0,0,0
"15075","2016-2017","Franklin",2017-03-18,10,0,0,0,0
"15076","2016-2017","Fulton",2017-03-18,3,0,0,0,0
"15077","2016-2017","Genesee",2017-03-18,14,0,0,0,0
"15078","2016-2017","Greene",2017-03-18,1,0,0,0,0
"15079","2016-2017","Hamilton",2017-03-18,1,0,0,0,0
"15080","2016-2017","Herkimer",2017-03-18,32,0,0,0,0
"15081","2016-2017","Jefferson",2017-03-18,50,0,0,0,0
"15082","2016-2017","Kings",2017-03-18,85,0,0,0,0
"15083","2016-2017","Lewis",2017-03-18,33,0,0,0,0
"15084","2016-2017","Livingston",2017-03-18,4,0,0,0,0
"15085","2016-2017","Madison",2017-03-18,27,0,0,0,0
"15086","2016-2017","Monroe",2017-03-18,89,0,0,0,0
"15087","2016-2017","Montgomery",2017-03-18,12,0,0,0,0
"15088","2016-2017","Nassau",2017-03-18,143,0,0,0,0
"15089","2016-2017","New york",2017-03-18,64,0,0,0,0
"15090","2016-2017","Niagara",2017-03-18,12,0,0,0,0
"15091","2016-2017","Oneida",2017-03-18,131,0,0,0,0
"15092","2016-2017","Onondaga",2017-03-18,50,0,0,0,0
"15093","2016-2017","Ontario",2017-03-18,11,0,0,0,0
"15094","2016-2017","Orange",2017-03-18,28,0,0,0,0
"15095","2016-2017","Orleans",2017-03-18,5,0,0,0,0
"15096","2016-2017","Oswego",2017-03-18,41,0,0,0,0
"15097","2016-2017","Otsego",2017-03-18,9,0,0,0,0
"15098","2016-2017","Putnam",2017-03-18,14,0,0,0,0
"15099","2016-2017","Queens",2017-03-18,122,0,0,0,0
"15100","2016-2017","Rensselaer",2017-03-18,15,0,0,0,0
"15101","2016-2017","Richmond",2017-03-18,20,0,0,0,0
"15102","2016-2017","Rockland",2017-03-18,6,0,0,0,0
"15103","2016-2017","Saratoga",2017-03-18,70,0,0,0,0
"15104","2016-2017","Schenectady",2017-03-18,41,0,0,0,0
"15105","2016-2017","Schoharie",2017-03-18,6,0,0,0,0
"15106","2016-2017","Schuyler",2017-03-18,0,0,0,0,0
"15107","2016-2017","Seneca",2017-03-18,5,0,0,0,0
"15109","2016-2017","Steuben",2017-03-18,14,0,0,0,0
"15108","2016-2017","St lawrence",2017-03-18,39,0,0,0,0
"15110","2016-2017","Suffolk",2017-03-18,122,0,0,0,0
"15111","2016-2017","Sullivan",2017-03-18,13,0,0,0,0
"15112","2016-2017","Tioga",2017-03-18,9,0,0,0,0
"15113","2016-2017","Tompkins",2017-03-18,16,0,0,0,0
"15114","2016-2017","Ulster",2017-03-18,18,0,0,0,0
"15115","2016-2017","Warren",2017-03-18,1,0,0,0,0
"15116","2016-2017","Washington",2017-03-18,10,0,0,0,0
"15117","2016-2017","Wayne",2017-03-18,27,0,0,0,0
"15118","2016-2017","Westchester",2017-03-18,103,0,0,0,0
"15119","2016-2017","Wyoming",2017-03-18,1,0,0,0,0
"15120","2016-2017","Yates",2017-03-18,0,0,0,0,0
"15121","2016-2017","Albany",2017-03-25,35,0,0,0,0
"15122","2016-2017","Allegany",2017-03-25,20,0,0,0,0
"15123","2016-2017","Bronx",2017-03-25,138,0,0,0,0
"15124","2016-2017","Broome",2017-03-25,112,0,0,0,0
"15125","2016-2017","Cattaraugus",2017-03-25,1,0,0,0,0
"15126","2016-2017","Cayuga",2017-03-25,25,0,0,0,0
"15127","2016-2017","Chautauqua",2017-03-25,11,0,0,0,0
"15128","2016-2017","Chemung",2017-03-25,11,0,0,0,0
"15129","2016-2017","Chenango",2017-03-25,42,0,0,0,0
"15130","2016-2017","Clinton",2017-03-25,13,0,0,0,0
"15131","2016-2017","Columbia",2017-03-25,13,0,0,0,0
"15132","2016-2017","Cortland",2017-03-25,21,0,0,0,0
"15133","2016-2017","Delaware",2017-03-25,17,0,0,0,0
"15134","2016-2017","Dutchess",2017-03-25,33,0,0,0,0
"15135","2016-2017","Erie",2017-03-25,129,0,0,0,0
"15136","2016-2017","Essex",2017-03-25,0,0,0,0,0
"15137","2016-2017","Franklin",2017-03-25,4,0,0,0,0
"15138","2016-2017","Fulton",2017-03-25,5,0,0,0,0
"15139","2016-2017","Genesee",2017-03-25,13,0,0,0,0
"15140","2016-2017","Greene",2017-03-25,3,0,0,0,0
"15141","2016-2017","Hamilton",2017-03-25,0,0,0,0,0
"15142","2016-2017","Herkimer",2017-03-25,37,0,0,0,0
"15143","2016-2017","Jefferson",2017-03-25,42,0,0,0,0
"15144","2016-2017","Kings",2017-03-25,97,0,0,0,0
"15145","2016-2017","Lewis",2017-03-25,23,0,0,0,0
"15146","2016-2017","Livingston",2017-03-25,12,0,0,0,0
"15147","2016-2017","Madison",2017-03-25,25,0,0,0,0
"15148","2016-2017","Monroe",2017-03-25,113,0,0,0,0
"15149","2016-2017","Montgomery",2017-03-25,11,0,0,0,0
"15150","2016-2017","Nassau",2017-03-25,172,0,0,0,0
"15151","2016-2017","New york",2017-03-25,86,0,0,0,0
"15152","2016-2017","Niagara",2017-03-25,13,0,0,0,0
"15153","2016-2017","Oneida",2017-03-25,201,0,0,0,0
"15154","2016-2017","Onondaga",2017-03-25,41,0,0,0,0
"15155","2016-2017","Ontario",2017-03-25,22,0,0,0,0
"15156","2016-2017","Orange",2017-03-25,19,0,0,0,0
"15157","2016-2017","Orleans",2017-03-25,4,0,0,0,0
"15158","2016-2017","Oswego",2017-03-25,28,0,0,0,0
"15159","2016-2017","Otsego",2017-03-25,15,0,0,0,0
"15160","2016-2017","Putnam",2017-03-25,14,0,0,0,0
"15161","2016-2017","Queens",2017-03-25,163,0,0,0,0
"15162","2016-2017","Rensselaer",2017-03-25,10,0,0,0,0
"15163","2016-2017","Richmond",2017-03-25,16,0,0,0,0
"15164","2016-2017","Rockland",2017-03-25,15,0,0,0,0
"15165","2016-2017","Saratoga",2017-03-25,53,0,0,0,0
"15166","2016-2017","Schenectady",2017-03-25,19,0,0,0,0
"15167","2016-2017","Schoharie",2017-03-25,0,0,0,0,0
"15168","2016-2017","Schuyler",2017-03-25,5,0,0,0,0
"15169","2016-2017","Seneca",2017-03-25,6,0,0,0,0
"15171","2016-2017","Steuben",2017-03-25,19,0,0,0,0
"15170","2016-2017","St lawrence",2017-03-25,6,0,0,0,0
"15172","2016-2017","Suffolk",2017-03-25,165,0,0,0,0
"15173","2016-2017","Sullivan",2017-03-25,7,0,0,0,0
"15174","2016-2017","Tioga",2017-03-25,23,0,0,0,0
"15175","2016-2017","Tompkins",2017-03-25,37,0,0,0,0
"15176","2016-2017","Ulster",2017-03-25,24,0,0,0,0
"15177","2016-2017","Warren",2017-03-25,1,0,0,0,0
"15178","2016-2017","Washington",2017-03-25,7,0,0,0,0
"15179","2016-2017","Wayne",2017-03-25,21,0,0,0,0
"15180","2016-2017","Westchester",2017-03-25,133,0,0,0,0
"15181","2016-2017","Wyoming",2017-03-25,3,0,0,0,0
"15182","2016-2017","Yates",2017-03-25,4,0,0,0,0
"15183","2016-2017","Albany",2017-04-01,20,0,0,0,0
"15184","2016-2017","Allegany",2017-04-01,5,0,0,0,0
"15185","2016-2017","Bronx",2017-04-01,145,0,0,0,0
"15186","2016-2017","Broome",2017-04-01,42,0,0,0,0
"15187","2016-2017","Cattaraugus",2017-04-01,5,0,0,0,0
"15188","2016-2017","Cayuga",2017-04-01,40,0,0,0,0
"15189","2016-2017","Chautauqua",2017-04-01,18,0,0,0,0
"15190","2016-2017","Chemung",2017-04-01,12,0,0,0,0
"15191","2016-2017","Chenango",2017-04-01,28,0,0,0,0
"15192","2016-2017","Clinton",2017-04-01,13,0,0,0,0
"15193","2016-2017","Columbia",2017-04-01,5,0,0,0,0
"15194","2016-2017","Cortland",2017-04-01,27,0,0,0,0
"15195","2016-2017","Delaware",2017-04-01,19,0,0,0,0
"15196","2016-2017","Dutchess",2017-04-01,49,0,0,0,0
"15197","2016-2017","Erie",2017-04-01,123,0,0,0,0
"15198","2016-2017","Essex",2017-04-01,2,0,0,0,0
"15199","2016-2017","Franklin",2017-04-01,6,0,0,0,0
"15200","2016-2017","Fulton",2017-04-01,7,0,0,0,0
"15201","2016-2017","Genesee",2017-04-01,24,0,0,0,0
"15202","2016-2017","Greene",2017-04-01,8,0,0,0,0
"15203","2016-2017","Hamilton",2017-04-01,0,0,0,0,0
"15204","2016-2017","Herkimer",2017-04-01,44,0,0,0,0
"15205","2016-2017","Jefferson",2017-04-01,31,0,0,0,0
"15206","2016-2017","Kings",2017-04-01,125,0,0,0,0
"15207","2016-2017","Lewis",2017-04-01,21,0,0,0,0
"15208","2016-2017","Livingston",2017-04-01,8,0,0,0,0
"15209","2016-2017","Madison",2017-04-01,31,0,0,0,0
"15210","2016-2017","Monroe",2017-04-01,110,0,0,0,0
"15211","2016-2017","Montgomery",2017-04-01,8,0,0,0,0
"15212","2016-2017","Nassau",2017-04-01,194,0,0,0,0
"15213","2016-2017","New york",2017-04-01,90,0,0,0,0
"15214","2016-2017","Niagara",2017-04-01,12,0,0,0,0
"15215","2016-2017","Oneida",2017-04-01,233,0,0,0,0
"15216","2016-2017","Onondaga",2017-04-01,55,0,0,0,0
"15217","2016-2017","Ontario",2017-04-01,29,0,0,0,0
"15218","2016-2017","Orange",2017-04-01,44,0,0,0,0
"15219","2016-2017","Orleans",2017-04-01,4,0,0,0,0
"15220","2016-2017","Oswego",2017-04-01,38,0,0,0,0
"15221","2016-2017","Otsego",2017-04-01,26,0,0,0,0
"15222","2016-2017","Putnam",2017-04-01,19,0,0,0,0
"15223","2016-2017","Queens",2017-04-01,198,0,0,0,0
"15224","2016-2017","Rensselaer",2017-04-01,21,0,0,0,0
"15225","2016-2017","Richmond",2017-04-01,15,0,0,0,0
"15226","2016-2017","Rockland",2017-04-01,34,0,0,0,0
"15227","2016-2017","Saratoga",2017-04-01,51,0,0,0,0
"15228","2016-2017","Schenectady",2017-04-01,48,0,0,0,0
"15229","2016-2017","Schoharie",2017-04-01,6,0,0,0,0
"15230","2016-2017","Schuyler",2017-04-01,2,0,0,0,0
"15231","2016-2017","Seneca",2017-04-01,17,0,0,0,0
"15233","2016-2017","Steuben",2017-04-01,26,0,0,0,0
"15232","2016-2017","St lawrence",2017-04-01,16,0,0,0,0
"15234","2016-2017","Suffolk",2017-04-01,165,0,0,0,0
"15235","2016-2017","Sullivan",2017-04-01,8,0,0,0,0
"15236","2016-2017","Tioga",2017-04-01,11,0,0,0,0
"15237","2016-2017","Tompkins",2017-04-01,29,0,0,0,0
"15238","2016-2017","Ulster",2017-04-01,25,0,0,0,0
"15239","2016-2017","Warren",2017-04-01,6,0,0,0,0
"15240","2016-2017","Washington",2017-04-01,5,0,0,0,0
"15241","2016-2017","Wayne",2017-04-01,31,0,0,0,0
"15242","2016-2017","Westchester",2017-04-01,166,0,0,0,0
"15243","2016-2017","Wyoming",2017-04-01,8,0,0,0,0
"15244","2016-2017","Yates",2017-04-01,4,0,0,0,0
"15245","2016-2017","Albany",2017-04-08,35,0,0,0,0
"15246","2016-2017","Allegany",2017-04-08,9,0,0,0,0
"15247","2016-2017","Bronx",2017-04-08,130,0,0,0,0
"15248","2016-2017","Broome",2017-04-08,41,0,0,0,0
"15249","2016-2017","Cattaraugus",2017-04-08,4,0,0,0,0
"15250","2016-2017","Cayuga",2017-04-08,31,0,0,0,0
"15251","2016-2017","Chautauqua",2017-04-08,18,0,0,0,0
"15252","2016-2017","Chemung",2017-04-08,16,0,0,0,0
"15253","2016-2017","Chenango",2017-04-08,30,0,0,0,0
"15254","2016-2017","Clinton",2017-04-08,13,0,0,0,0
"15255","2016-2017","Columbia",2017-04-08,6,0,0,0,0
"15256","2016-2017","Cortland",2017-04-08,30,0,0,0,0
"15257","2016-2017","Delaware",2017-04-08,14,0,0,0,0
"15258","2016-2017","Dutchess",2017-04-08,31,0,0,0,0
"15259","2016-2017","Erie",2017-04-08,119,0,0,0,0
"15260","2016-2017","Essex",2017-04-08,4,0,0,0,0
"15261","2016-2017","Franklin",2017-04-08,6,0,0,0,0
"15262","2016-2017","Fulton",2017-04-08,7,0,0,0,0
"15263","2016-2017","Genesee",2017-04-08,33,0,0,0,0
"15264","2016-2017","Greene",2017-04-08,5,0,0,0,0
"15265","2016-2017","Hamilton",2017-04-08,4,0,0,0,0
"15266","2016-2017","Herkimer",2017-04-08,48,0,0,0,0
"15267","2016-2017","Jefferson",2017-04-08,37,0,0,0,0
"15268","2016-2017","Kings",2017-04-08,140,0,0,0,0
"15269","2016-2017","Lewis",2017-04-08,21,0,0,0,0
"15270","2016-2017","Livingston",2017-04-08,15,0,0,0,0
"15271","2016-2017","Madison",2017-04-08,33,0,0,0,0
"15272","2016-2017","Monroe",2017-04-08,117,0,0,0,0
"15273","2016-2017","Montgomery",2017-04-08,15,0,0,0,0
"15274","2016-2017","Nassau",2017-04-08,193,0,0,0,0
"15275","2016-2017","New york",2017-04-08,109,0,0,0,0
"15276","2016-2017","Niagara",2017-04-08,9,0,0,0,0
"15277","2016-2017","Oneida",2017-04-08,299,0,0,0,0
"15278","2016-2017","Onondaga",2017-04-08,88,0,0,0,0
"15279","2016-2017","Ontario",2017-04-08,24,0,0,0,0
"15280","2016-2017","Orange",2017-04-08,44,0,0,0,0
"15281","2016-2017","Orleans",2017-04-08,5,0,0,0,0
"15282","2016-2017","Oswego",2017-04-08,43,0,0,0,0
"15283","2016-2017","Otsego",2017-04-08,10,0,0,0,0
"15284","2016-2017","Putnam",2017-04-08,15,0,0,0,0
"15285","2016-2017","Queens",2017-04-08,259,0,0,0,0
"15286","2016-2017","Rensselaer",2017-04-08,18,0,0,0,0
"15287","2016-2017","Richmond",2017-04-08,23,0,0,0,0
"15288","2016-2017","Rockland",2017-04-08,35,0,0,0,0
"15289","2016-2017","Saratoga",2017-04-08,54,0,0,0,0
"15290","2016-2017","Schenectady",2017-04-08,21,0,0,0,0
"15291","2016-2017","Schoharie",2017-04-08,5,0,0,0,0
"15292","2016-2017","Schuyler",2017-04-08,2,0,0,0,0
"15293","2016-2017","Seneca",2017-04-08,17,0,0,0,0
"15295","2016-2017","Steuben",2017-04-08,23,0,0,0,0
"15294","2016-2017","St lawrence",2017-04-08,11,0,0,0,0
"15296","2016-2017","Suffolk",2017-04-08,145,0,0,0,0
"15297","2016-2017","Sullivan",2017-04-08,3,0,0,0,0
"15298","2016-2017","Tioga",2017-04-08,10,0,0,0,0
"15299","2016-2017","Tompkins",2017-04-08,38,0,0,0,0
"15300","2016-2017","Ulster",2017-04-08,31,0,0,0,0
"15301","2016-2017","Warren",2017-04-08,3,0,0,0,0
"15302","2016-2017","Washington",2017-04-08,4,0,0,0,0
"15303","2016-2017","Wayne",2017-04-08,46,0,0,0,0
"15304","2016-2017","Westchester",2017-04-08,181,0,0,0,0
"15305","2016-2017","Wyoming",2017-04-08,6,0,0,0,0
"15306","2016-2017","Yates",2017-04-08,7,0,0,0,0
"15307","2016-2017","Albany",2017-04-15,21,0,0,0,0
"15308","2016-2017","Allegany",2017-04-15,9,0,0,0,0
"15309","2016-2017","Bronx",2017-04-15,127,0,0,0,0
"15310","2016-2017","Broome",2017-04-15,31,0,0,0,0
"15311","2016-2017","Cattaraugus",2017-04-15,8,0,0,0,0
"15312","2016-2017","Cayuga",2017-04-15,28,0,0,0,0
"15313","2016-2017","Chautauqua",2017-04-15,15,0,0,0,0
"15314","2016-2017","Chemung",2017-04-15,16,0,0,0,0
"15315","2016-2017","Chenango",2017-04-15,29,0,0,0,0
"15316","2016-2017","Clinton",2017-04-15,8,0,0,0,0
"15317","2016-2017","Columbia",2017-04-15,4,0,0,0,0
"15318","2016-2017","Cortland",2017-04-15,22,0,0,0,0
"15319","2016-2017","Delaware",2017-04-15,16,0,0,0,0
"15320","2016-2017","Dutchess",2017-04-15,39,0,0,0,0
"15321","2016-2017","Erie",2017-04-15,86,0,0,0,0
"15322","2016-2017","Essex",2017-04-15,1,0,0,0,0
"15323","2016-2017","Franklin",2017-04-15,3,0,0,0,0
"15324","2016-2017","Fulton",2017-04-15,4,0,0,0,0
"15325","2016-2017","Genesee",2017-04-15,10,0,0,0,0
"15326","2016-2017","Greene",2017-04-15,4,0,0,0,0
"15327","2016-2017","Hamilton",2017-04-15,0,0,0,0,0
"15328","2016-2017","Herkimer",2017-04-15,26,0,0,0,0
"15329","2016-2017","Jefferson",2017-04-15,31,0,0,0,0
"15330","2016-2017","Kings",2017-04-15,104,0,0,0,0
"15331","2016-2017","Lewis",2017-04-15,16,0,0,0,0
"15332","2016-2017","Livingston",2017-04-15,4,0,0,0,0
"15333","2016-2017","Madison",2017-04-15,31,0,0,0,0
