"","County","ARIMA","HW","Time_Period"
"480","Chemung","4.55364912443912e-18","0.425104584649534","52"
"481","Chemung","1.51304287192983e-06","0.423664288200486","53"
"482","Chemung","1.51304287192983e-06","0.431839376366824","54"
"483","Chemung","3.0260857438551e-06","0.430399079917776","55"
"484","Chemung","1.51304287192983e-06","0.428958783468729","56"
"485","Chemung","1.51304287192983e-06","0.437133871635066","57"
"486","Chemung","4.55364912443912e-18","0.445308959801403","58"
"487","Chemung","3.0260857438551e-06","0.45348404796774","59"
"488","Chemung","4.55364912443912e-18","1.46165913613408","60"
"489","Chemung","4.55364912443912e-18","0.469834224300415","61"
"490","Chenango","0.0368945044715561","-0.0216151186387248","1"
"491","Chenango","0.0667846562743248","-0.0239994680466808","2"
"492","Chenango","0.0887676187778539","-0.0167684328392519","3"
"493","Chenango","0.100874463223747","-0.00953739763182293","4"
"494","Chenango","0.0877240471050424","0.00730902219099083","5"
"495","Chenango","0.215852217908116","0.0241554420138044","6"
"496","Chenango","0.100867539687912","0.0410018618366179","7"
"497","Chenango","0.100860595425128","0.0578482816594315","8"
"498","Chenango","0.330650521972045","0.074694701482245","9"
"499","Chenango","0.100740012967145","0.0915411213050585","10"
"500","Chenango","0.102304518153364","0.108387541127872","11"
"501","Chenango","0.777244968423438","0.125233960950686","12"
"502","Chenango","1.05606793941116","1.1420803807735","13"
"503","Chenango","1.07855309660477","0.158926800596313","14"
